,Unnamed: 0,사업장명,카페이름,별점,방문자리뷰수,블로그리뷰수,주소,영업시간,전화번호,연결사이트,설명,메뉴,키워드
210,210,와촌면 더벤티 경산하양점,더벤티 경산하양점,초기값,259,4,경북 경산시 하양읍 서사도리7로 21 107호(SG타워),07:30 - 24:00,053-857-6678,http://theventi.co.kr/,"""*매장 운영 시간 및 휴무일은 매장 별로 상이합니다. *위 메뉴 금액은 Take out 구매 기준입니다.""",공사중,"""{'커피가 맛있어요': '124', '가성비가 좋아요': '84', '친절해요': '75', '음료가 맛있어요': '71'}"""
211,211,하양읍 리더치(re더치),리더치,초기값,13,3,경북 경산시 하양읍 하양로 116 2층,NO INFO,0507-1432-3468,http://m.smartstore.naver.com/,"""전화 후 방문 부탁드립니다.""",공사중,"""{'친절해요': '7', '매장이 청결해요': '4', '가성비가 좋아요': '2', '대화하기 좋아요': '2'}"""
212,212,와촌면 비타민카페,비타민카페,초기값,26,6,경북 경산시 하양읍 하양로 161,08:00 - 21:00,053-857-8193,NO INFO,"""NO INFO""",공사중,"""{'음료가 맛있어요': '11', '가성비가 좋아요': '11', '커피가 맛있어요': '9', '디저트가 맛있어요': '8'}"""
213,213,하양읍 텐퍼센트커피 경산하양점,텐퍼센트커피 경산하양점,초기값,41,1,경북 경산시 하양읍 하양로 55,NO INFO,0507-877-3231,http://www.tenpercentcoffee.com/,"""저희 매장은 [패스오더 앱]으로 편하게 주문이 가능한 매장입니다! 앱으로 미리 주문하고 방문 후 기다리지 않는 VIP 경험을 가져보세요!""",공사중,"""{'커피가 맛있어요': '14', '음료가 맛있어요': '12', '친절해요': '12', '디저트가 맛있어요': '11', '가성비가 좋아요': '11', '특별한 메뉴가 있어요': '6', '매장이 청결해요': '5', '사진이 잘 나와요': '3', '집중하기 좋아요': '2', '대화하기 좋아요': '2'}"""
214,214,와촌면 메가MGC커피 경산하양점,메가MGC커피 경산하양점,4.57,1001,초기값,경북 경산시 하양읍 하양로 66,NO INFO,0507-1474-6201,NO INFO,"""NO INFO""",공사중,"""{'커피가 맛있어요': '269', '가성비가 좋아요': '189', '음료가 맛있어요': '159', '친절해요': '142', '매장이 청결해요': '58'}"""
215,215,하양읍 아마스빈 경산하양점,아마스빈 경산하양점,4.68,370,초기값,경북 경산시 하양읍 하양로 76,NO INFO,053-851-8955,http://amasvin.com/,"""NO INFO""",공사중,"""{'음료가 맛있어요': '99', '친절해요': '65', '가성비가 좋아요': '52', '커피가 맛있어요': '37', '매장이 청결해요': '24'}"""
216,216,하양읍 카페거기,카페거기,초기값,126,10,경북 경산시 하양읍 하양로 89 2층,NO INFO,0507-1374-7823,https://www.instagram.com/cafe_geogi,"""로스터마스터가 콩 볶고 커피지도사가 커피 내리는 카페. 매일 직접 굽는 다양한 수제 구움과자와 식빵 . 브런치 .모임 . 공간 디오 예약 가능""",공사중,"""{'커피가 맛있어요': '101', '친절해요': '75', '디저트가 맛있어요': '67', '주차하기 편해요': '52'}"""
217,217,하양읍 커피에반하다 경산하양점 스마트카페,커피에반하다 경산하양점 스마트 무인카페,4.55,142,14,경북 경산시 하양읍 하양로37길 24,NO INFO,070-4493-7699,NO INFO,"""NO INFO""",공사중,"""{'커피가 맛있어요': '42', '가성비가 좋아요': '31', '음료가 맛있어요': '18', '매장이 청결해요': '15', '친절해요': '12'}"""
218,218,와촌면 유투커피,유투커피,초기값,45,23,경북 경산시 하양읍 하양역길 30 2층,12:00 - 23:00,0507-1315-3428,https://www.instagram.com/,"""NO INFO""",공사중,"""{'커피가 맛있어요': '18', '친절해요': '18', '디저트가 맛있어요': '17', '음료가 맛있어요': '15'}"""
219,219,하양읍 해르트,해르트,4.88,31,29,경북 경산시 하양읍 하양역길 32 1층 맨 왼쪽 상가,NO INFO,010-9801-8021,http://instagram.com/hae_rt_,"""nan""",공사중,"""{'디저트가 맛있어요': '13', '친절해요': '7', '음료가 맛있어요': '6', '매장이 청결해요': '6', '커피가 맛있어요': '5'}"""
220,220,동부동 팬도로시대구한의대점,팬도로시대구한의대점,4.61,699,초기값,경북 경산시 한의대로 1,NO INFO,053-813-3575,NO INFO,"""NO INFO""",공사중,"""{'커피가 맛있어요': '108', '가성비가 좋아요': '93', '음료가 맛있어요': '64', '디저트가 맛있어요': '48', '친절해요': '45'}"""
221,221,남산면 파스마,파스마,초기값,2050,623,경북 경산시 한의대로 96 파스마카페,"09:00 - 22:30
22:00 라스트오더",070-7722-2222,https://www.instagram.com/pasma_cafe.official/?hl=ko,"""탁 트인 넓은 공간에서 취향에 맞는 커피와 아침마다 구 워내는 베이커리류, 디저트 든든한 브런치 등 다양하고 맛있는 음식을 즐길 수 있는 곳 카페 파스마 입니...""",공사중,"""{'커피가 맛있어요': '511', '디저트가 맛있어요': '425', '뷰가 좋아요': '348', '인테리어가 멋져요': '342'}"""
222,222,남산면 카페아델라인,카페아델라인,4.34,221,137,경북 경산시 화랑로 46,NO INFO,0507-1375-6261,http://www.instagram.com/cafe__adaline/,"""저희매장은 *간단한 식사메뉴 브런치*도 함께하고 있으며,
'스페셜티 원두'만 사용하고있습니다. 

깔끔하고 심플한 인테리어와 분위기로 하이앤드급 머신으로 추출한 맛있는 커피도 드셔보시고 
정성스럽게 내린 콜드브루, 맛있는 디저트들도 함께 드셔보세요.

'단체석'도 준비되어있으며 여성고객분들을위해 파우더룸도 준비되어 있습니다. 
'어린 아이들을 위한 좌식'도 준비되어있습니다. 
1층테라스도 준비되어 있으며 이쁜 사진들도 많이 찍을 수 있습니다. 

누구보다 고객분들을 위해 더 맛있는 메뉴들을 만들도록 노력하겠습니다.

단체석, 주차장 완비,식사 예약가능""",공사중,"""{'커피가 맛있어요': '43', '뷰가 좋아요': '27', '친절해요': '25', '음료가 맛있어요': '21', '대화하기 좋아요': '12'}"""
223,223,용성면 코스모스커피,코스모스커피,4.43,150,22,경북 청도군 금천면 금천로 718-3,10:00 - 18:00,054-373-8288,NO INFO,"""NO INFO""",공사중,"""{'커피가 맛있어요': '26', '친절해요': '20', '주차하기 편해요': '19', '디저트가 맛있어요': '16', '음료가 맛있어요': '15'}"""
224,224,남천면 퍼시몬9,Persimmon9,초기값,509,155,경북 청도군 화양읍 송금길 46-80,NO INFO,0507-1345-1717,https://www.instagram.com/persimmon._9,"""청도 와인터널에서 5분 이내, 물길이 흐르고 어린이 물놀이장이 있는 대형 브런치 카페입니다 :) * 햇살맛집 * 노을맛집 * 멋진 뷰 보러 오세요.""",공사중,"""{'뷰가 좋아요': '270', '커피가 맛있어요': '209', '친절해요': '188', '매장이 넓어요': '175'}"""
